PID, SyscallID, Syscall, RDI, RSI, RDX, R10, R8, R9
1219, 9, mmap, 2925998080, 13360, 3, 50, 4294967295, 0
1219, 3, close, 3, 4, 1, 1369091316, 3221258242, 48
1219, 9, mmap, 0, 8192, 3, 34, 4294967295, 0
1219, 158, arch_prctl, 4098, 2925872192, 1369092560, 2, 2925872192, 368
1219, 10, mprotect, 2928615424, 12288, 1, 2928858384, 2928247616, 0
1219, 10, mprotect, 2925989888, 4096, 1, 2928862448, 2925901152, 2926942128
1219, 10, mprotect, 2926034944, 4096, 1, 2928860992, 2926018576, 2926942128
1219, 10, mprotect, 2926653440, 4096, 1, 2928859680, 2926050912, 2926942128
1219, 10, mprotect, 2928840704, 4096, 1, 2928857088, 0, 2927814224
1219, 10, mprotect, 3863433216, 8192, 1, 2929132064, 0, 2927867600
1219, 10, mprotect, 2929119232, 8192, 1, 2929130056, 0, 0
1219, 11, munmap, 2928865280, 47242, 4294966952, 4294966475, 0, 11
1219, 218, set_tid_address, 2925872912, 744064952, 2925872192, 4294966475, 0, 11
1219, 273, set_robust_list, 2925872928, 24, 2925872192, 4294966475, 0, 11
1219, 13, rt_sigaction, 32, 744064256, 0, 8, 0, 11
1219, 13, rt_sigaction, 33, 744064256, 0, 8, 0, 0
1219, 14, rt_sigprocmask, 1, 744064632, 0, 8, 0, 0
1219, 302, prlimit64, 0, 3, 0, 744064608, 0, 0
1219, 137, statfs, 2928810051, 744064560, 2928849316, 4294965348, 0, 0
1219, 137, statfs, 2928810058, 744064560, 2928849316, 4294965348, 0, 0
1219, 12, brk, 0, 135168, 0, 688, 2, 0
1219, 12, brk, 3863846912, 135168, 2928645568, 688, 2, 0
1219, 257, openat, 4294967196, 2928810023, 524288, 0, 8, 1
1219, 262, newfstatat, 3, 2928413910, 744064240, 4096, 0, 3863712896
1219, 0, read, 3, 3863713024, 1024, 119, 3, 3863713024
1219, 0, read, 3, 3863713024, 1024, 119, 3, 3863713024
1219, 3, close, 3, 0, 2928634016, 119, 32768, 3863713024
1219, 21, access, 2928810091, 0, 28, 119, 3863712416, 3863713024
1219, 257, openat, 4294967196, 2928446144, 524288, 0, 524288, 2928446144
1219, 262, newfstatat, 3, 2928413910, 2928637824, 4096, 524288, 2928446144
1219, 9, mmap, 0, 17491104, 1, 2, 3, 0
1219, 3, close, 3, 17491104, 11636, 0, 3, 0
1219, 16, ioctl, 1, 21505, 744064432, 3863718304, 744064496, 0
1219, 16, ioctl, 1, 21523, 744064624, 3863718304, 744064496, 0
1219, 16, ioctl, 1, 21505, 744064432, 3863718304, 744064496, 3863352096
1219, 257, openat, 4294967196, 3863749968, 591872, 0, 591872, 3863749968
1219, 262, newfstatat, 3, 2928413910, 744063488, 4096, 591872, 3863749968
1219, 217, getdents64, 3, 3863750048, 32768, 120, 48, 3863750000
1219, 217, getdents64, 3, 3863750048, 32768, 120, 96, 3863750000
1219, 3, close, 3, 0, 64096, 120, 0, 3863750000
1219, 3, close, 1, 0, 2928634016, 120, 0, 1
1219, 3, close, 2, 0, 2928634016, 120, 0, 1
1219, 231, exit_group, 0, 231, 60, 5, 4294966944, 1
727, 14, rt_sigprocmask, 0, 1055285712, 1055285584, 8, 1055285712, 2454024640
727, 16, ioctl, 255, 21520, 1055285564, 8, 1055285712, 2454024640
727, 14, rt_sigprocmask, 2, 1055285584, 0, 8, 1055285584, 2454024640
727, 16, ioctl, 255, 21505, 1055285808, 8, 2424209856, 2454024640
727, 16, ioctl, 255, 21523, 1055285824, 8, 2424209856, 0
727, 14, rt_sigprocmask, 2, 1055285920, 0, 8, 1055285920, 0
727, 61, wait4, 4294967295, 1055284176, 11, 0, 1055285920, 0
727, 15, rt_sigreturn, 4294967295, 1055284176, 4294967176, 0, 1055285920, 0
727, 13, rt_sigaction, 2, 1055286160, 1055286320, 8, 1055286496, 0
727, 262, newfstatat, 4294967196, 2453594192, 1055282784, 0, 2453607088, 1631416943
727, 14, rt_sigprocmask, 0, 1055282528, 1055282400, 8, 1055282528, 1055283472
727, 16, ioctl, 255, 21520, 1055282380, 8, 1055282528, 1055283472
727, 14, rt_sigprocmask, 2, 1055282400, 0, 8, 1055282400, 1055283472
727, 13, rt_sigaction, 2, 1055282016, 1055282176, 8, 1055282352, 1055283472
458, 14, rt_sigprocmask, 0, 1874838432, 0, 8, 1874838432, 0
458, 14, rt_sigprocmask, 1, 1874838432, 0, 8, 1874838432, 0
458, 0, read, 7, 1380659408, 24, 8, 0, 0
458, 270, pselect6, 10, 1380659776, 0, 0, 0, 0
458, 14, rt_sigprocmask, 0, 1874838432, 0, 8, 1874838432, 0
458, 14, rt_sigprocmask, 1, 1874838432, 0, 8, 1874838432, 0
458, 0, read, 7, 1380659408, 24, 8, 0, 0
458, 270, pselect6, 10, 1380659776, 0, 0, 0, 0
